mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,delta_mfcc1_mean,delta_mfcc1_std,delta_mfcc2_mean,delta_mfcc2_std,delta_mfcc3_mean,delta_mfcc3_std,delta_mfcc4_mean,delta_mfcc4_std,delta_mfcc5_mean,delta_mfcc5_std,delta_mfcc6_mean,delta_mfcc6_std,delta_mfcc7_mean,delta_mfcc7_std,delta_mfcc8_mean,delta_mfcc8_std,delta_mfcc9_mean,delta_mfcc9_std,delta_mfcc10_mean,delta_mfcc10_std,delta_mfcc11_mean,delta_mfcc11_std,delta_mfcc12_mean,delta_mfcc12_std,delta_mfcc13_mean,delta_mfcc13_std,chroma_mean,chroma_std,contrast_mean,contrast_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,tonnetz1_mean,tonnetz1_std,tonnetz2_mean,tonnetz2_std,tonnetz3_mean,tonnetz3_std,tonnetz4_mean,tonnetz4_std,tonnetz5_mean,tonnetz5_std,tonnetz6_mean,tonnetz6_std,zcr_mean,tempo,file,emotion
-232.04231,65.496086,116.84318,18.664583,47.08466,20.070507,34.621334,10.387947,18.614845,12.48588,19.530514,9.089531,9.271099,9.126132,8.219597,8.861704,3.4397287,9.863351,7.375687,10.000995,-2.9397295,8.952685,4.9817915,9.824303,-7.2629237,9.692207,0.14125423,11.262448,-0.10511411,3.6421125,0.03447817,3.7041888,0.029666463,1.8689976,0.0024729308,1.9759995,0.0074265404,1.4549549,-0.025349302,1.4039539,0.00070777495,1.5337665,0.072526924,1.7224989,0.056836504,1.565528,-0.007830032,1.4186337,-0.060185846,1.4299057,-0.032330528,1.4988714,0.38702792,0.30145288,22.597464320793044,11.61594088644493,2203.8631192076778,427.4543214278954,2618.462538608285,1903.3414227409419,0.18675445521757475,0.20231516090509394,0.1970311779004733,0.23065595382775542,0.02644590096288256,0.12880325249204533,0.08999646794115865,0.35943796637898123,-0.018247536144181852,0.11640567211006222,0.03863909443932439,0.1396507039538516,0.027170012718023256,[107.66601562],train/Happy/Happy43005.wav,happy
-139.63126,59.323128,162.51149,25.36902,-9.333089,12.639509,29.623642,8.749549,-2.3189328,8.446265,3.4319463,7.767239,-5.3156376,11.531476,4.0524864,8.950982,-7.0686135,8.5389595,5.2018757,7.686487,6.7420444,7.4472938,2.6955283,7.343308,1.7448336,7.2362895,-0.037209097,10.791056,0.052670963,4.711198,-0.12700976,2.115073,-0.05198561,1.6769925,0.024571827,1.5005996,-0.05136832,1.3569626,0.06474826,1.7963814,0.05607306,1.1802737,0.07693556,1.1700189,0.009953341,1.1413939,-0.045289878,1.2094687,0.014463828,1.0807381,0.0032874285,1.1601368,0.29396775,0.289773,23.738061446750812,11.29467903043606,1501.6596190167038,382.4943507881142,2117.8656431686045,926.8809059912805,0.1664916491928169,0.10427273489146593,0.0709376949128005,0.11519329081720717,0.1408538585073895,0.14462750155916768,0.036473493628896514,0.12667808480937595,0.050036732849183134,0.06362321867780742,-0.031626653886226735,0.05181848827834425,0.05338844476744186,[89.10290948],train/Happy/Happy36505.wav,happy
-213.5892,46.495556,120.14509,24.475801,41.856937,17.379255,30.630754,19.227062,1.58833,12.705775,5.1641865,10.106791,-1.4865602,10.509647,3.598238,10.704439,5.9812093,9.402694,12.022696,9.86641,2.1485188,9.740884,-3.2574303,8.111862,-12.283024,11.104628,0.07642735,8.2208805,-0.1051211,3.2487693,-0.036983132,2.5441298,0.0029679853,2.089556,-0.016149942,1.6359562,-0.010541286,1.4294676,-0.0578655,1.5548632,-0.077273354,1.5954709,-0.070706375,1.3967339,-0.045499753,1.590494,-0.042065475,1.648711,-0.027630517,1.2366301,-0.037304334,1.5591141,0.32445005,0.30874553,23.526406500699125,10.458689154153745,2096.5609126875383,409.8582128059455,2609.5487940588664,1553.633794374286,0.10561712814267644,0.24601529809399122,0.33546555184799776,0.24258870883506267,-0.2234993997788016,0.2226000946479066,0.13832584717419147,0.15867391294490102,-0.06264410081854858,0.06911360547787584,0.02754718007297835,0.11228334592237048,0.042764353197674417,[99.38401442],train/Happy/Happy23108.wav,happy
-128.31183,56.145306,165.01537,21.750692,16.586155,14.327265,30.297148,7.2137303,9.334324,8.955235,5.173631,6.6716213,-1.8897748,7.178631,-3.8509812,5.6739736,-9.78137,5.893352,-0.9908643,5.462674,4.9366918,6.2232323,-1.0685453,6.4686356,5.6707025,6.2926955,-0.31692398,9.991326,0.040819004,2.8613086,0.084004186,2.8380678,-0.0054374635,1.313425,0.05139446,1.7183237,0.041498333,1.0531547,0.022611946,1.1508298,-0.0023649575,0.9855694,-0.015979981,1.0405256,-0.016019842,0.81603193,-0.0017767738,0.91427976,0.012341793,0.98604846,9.6626456e-05,0.9840026,0.27680048,0.2889682,21.92309574413084,9.559287937414,1557.2712095836491,359.12608552829994,1580.4172029074825,820.2845770590574,0.2010872067768362,0.06705197750638626,0.02607425558082611,0.1419117140440652,0.11342043130984811,0.16141132352276213,0.10311863831786738,0.11435965636928239,0.016260908233345275,0.039020281559401876,0.032942015991552755,0.075796015413969,0.04098050500290023,[89.10290948],train/Happy/Happy36511.wav,happy
-192.85564,76.41294,114.05453,40.32592,20.941149,35.518467,25.97981,20.966827,21.371737,13.907695,21.101091,10.861029,3.501747,9.688322,10.727993,10.327529,-2.1209886,8.4605,6.018857,9.170709,-6.4498124,8.381035,4.08283,9.191012,2.0142875,8.628507,0.049960308,16.439259,-0.1072584,8.646282,-0.18383557,7.0486574,-0.15712616,4.090129,-0.104134955,2.5028648,-0.05619373,1.860408,-0.031903114,1.6311057,-0.024726218,1.7414895,-0.02823187,1.4615235,-0.07050299,1.81241,-0.06910631,1.4101012,-0.06683179,1.5234439,-0.055067975,1.4143593,0.38873234,0.29193312,25.58749754084639,11.264892470223112,2121.808640420105,810.0421441509972,3571.139349351073,2697.916140245784,0.08879487405731622,0.19650345679633868,0.16984672720432317,0.219075122322218,-0.08371660329094698,0.25252977881619676,0.13993430833046924,0.1655188063818235,-0.02010991293915321,0.08250659074751125,0.04930300428167425,0.08725858480184161,0.055502057352088165,[99.38401442],train/Happy/Happy18607.wav,happy
-196.16786,33.356316,92.602646,18.567635,-32.050175,12.691929,-10.164488,8.374072,-28.048424,7.751537,-26.362623,9.083715,-10.145836,11.8638315,-14.981299,10.857635,-18.41366,13.806608,-19.810719,9.696072,-23.830814,10.455812,-0.70447797,15.561859,-21.524275,13.577142,0.14590819,6.4258156,0.17383157,4.3635116,-0.0543751,2.816469,-0.05005393,1.1217678,0.02627222,1.0029778,-0.011547442,1.5079176,-0.03548379,2.283529,0.027807212,2.278042,-0.014834757,2.1578166,-0.03904601,1.1353765,0.086996906,1.6181744,0.057212092,2.320116,0.03852417,2.5598285,0.23313089,0.28861427,26.054685086697297,11.74512019537067,2281.5165285761555,402.2903295826303,4275.5869547526045,1379.1204005518973,0.24937797315333102,0.09325525546463682,0.2378178284033001,0.11037520982700379,0.13772240472866906,0.19719626200534168,0.19843223441017022,0.18681947026763362,0.0593758888790065,0.08790458268818288,0.020977202542579097,0.11177675972724717,0.12586918583622686,[143.5546875],train/Happy/Happy14001.wav,happy
-138.7601,83.76079,119.80081,35.95931,15.20939,15.400476,16.59271,11.698299,11.075936,11.665452,17.6192,7.3865614,4.833002,8.7019,5.5795083,9.548284,4.594028,10.796869,6.8620296,8.375388,4.389991,10.980611,9.912401,11.736339,9.913875,10.380551,0.79851997,16.535582,0.0025790008,4.7834206,-0.07916542,2.4599786,0.01943284,2.0156617,-0.0023355596,1.7691871,0.013204194,1.2471316,-0.02615494,1.5954926,-0.034606643,1.6515715,-0.06302827,1.7647414,-0.012352826,1.2314216,0.0022032708,1.5512618,0.013319779,1.57298,-0.013485822,1.4064964,0.4307779,0.2935734,22.98952094845763,10.141103402239247,2177.608172877267,604.5240464999422,3344.3912231728536,2186.0866897592928,-0.12857159441932872,0.054584371826796076,0.10918075942124157,0.03553353165966028,-0.04425356651412207,0.0764521561515398,-0.023298525439442046,0.05558072097748168,-0.02900699580885879,0.02904726430997945,0.0005314467596905998,0.02465884741275595,0.044391676334106726,[107.66601562],train/Happy/Happy21904.wav,happy
-117.80148,79.31475,152.27686,32.664642,2.316814,12.00589,14.054317,8.7934475,7.56327,7.7372446,11.312079,8.343018,5.351356,7.9764547,9.459559,8.578621,-0.44764617,7.569968,-1.5932426,9.151843,-1.6178958,8.152392,5.0235853,8.554584,7.507941,10.350465,0.71236056,15.715415,-0.11020452,5.978969,-0.05957135,1.8691694,0.019194983,1.2568765,0.0023695459,1.447992,0.04447256,1.3672383,0.016518569,1.5050019,-0.03501939,1.5276726,-0.065324515,1.4575812,-0.036079798,1.3255852,0.009432678,1.3182286,0.04510782,1.3146993,0.011908192,1.544374,0.37379727,0.28154054,22.90476142168616,10.03906990232976,1751.991838809896,560.0783531850174,2358.762093477471,1514.0558536965525,-0.13253678594555598,0.03464932911419687,0.11159172453514778,0.04442806063605623,-0.0950572279715093,0.08410513075232565,0.020260755158960118,0.05980616842590124,-0.03774442641149331,0.02325001716156165,-0.010968400702032075,0.023167793834046362,0.041524345930232555,[107.66601562],train/Happy/Happy21910.wav,happy
-277.28915,157.5343,94.306145,82.75997,-16.126154,18.433296,7.130376,19.23433,12.283958,25.205633,1.1989695,17.508568,-7.3049746,15.64351,4.1678414,11.903259,1.4357998,7.7322197,5.456982,7.0054836,-0.8255669,8.951534,-3.3377836,7.496423,2.3454418,5.851646,0.7124299,15.691632,0.40497583,8.819784,-0.010040827,2.2422094,0.04111921,2.8091056,0.08197705,3.505309,0.044100165,2.0564954,0.021567838,2.0400732,0.02806912,1.6632013,0.037344363,1.4104986,-0.0072521335,1.2735311,0.0024097536,1.6997497,-0.00023411709,1.3057673,0.01899478,1.1994437,0.20364076,0.29368198,22.578833936975826,9.95815481505426,868.1037728550126,800.9765197957842,1640.2205535817866,1773.7758292194837,-0.12253084852344591,0.1976048570280841,0.0904108173289904,0.15758244245904762,-0.030261273276257845,0.13282642489253046,-0.12474854923179757,0.18108485348226216,0.027918419708474577,0.04859343064573172,-0.03136253365151525,0.07142669989034403,0.04368587768271462,[107.66601562],train/Happy/Happy19900.wav,happy
-93.860825,66.937416,120.610466,38.309082,-4.5439773,19.24912,18.424114,15.571824,27.742504,15.142998,15.171238,9.591932,-0.11990597,10.413585,9.318512,8.54611,1.0862327,7.434513,7.068738,8.38031,-3.208672,8.134336,-0.17543884,8.172589,0.3644473,7.5185947,0.28834996,13.630731,0.038619164,8.127439,-0.019752165,3.7608633,0.07470794,2.5191782,0.03528072,3.3436952,0.066580184,2.0254471,0.008875128,2.1211586,0.0029567499,1.719281,-0.027930664,1.5359979,0.009776399,1.551339,-0.01945404,1.4033484,-0.034651227,1.3010867,-0.028370347,1.3220532,0.3178651,0.30781955,24.776112343858937,9.558075898919533,2072.691245535624,591.2908164110219,3383.0110979190836,1969.2426786249594,-0.2328941353073501,0.2526453245338972,0.1152037565814438,0.17771945421570226,0.029582535821550748,0.2063965415383878,-0.12571367108762277,0.2644814738667709,0.050019758399385446,0.09059126240965634,-0.04394198591988878,0.10693783783573844,0.05083902805974478,[107.66601562],train/Happy/Happy19914.wav,happy
-356.46222,79.43884,157.54836,26.494596,22.31756,32.952156,-5.8273525,18.053648,-7.7078943,7.785047,-10.172772,7.2871957,-9.081289,10.626636,-8.317305,12.165032,-2.4158864,10.799619,3.421759,10.219449,5.9628386,10.374738,2.5915759,11.714095,-4.68243,10.77079,0.55043334,6.206061,0.13637246,3.442414,-0.24526358,2.3774815,0.07177089,1.4725631,0.035860684,1.1885558,0.028279552,1.1234617,0.028175497,1.0745952,-0.028633228,1.1745498,-0.008429364,1.2831614,-0.058079448,1.1862586,-0.047463916,1.2426871,-0.027102495,1.3522131,-0.05722938,1.3283488,0.17723101,0.28832495,26.405298455836007,9.524420243453992,799.981647380441,100.44584996348846,1057.924770700406,355.3924226178699,0.1299526347846521,0.2347033478923153,-0.1487439109484876,0.20228983634433947,-0.053280999072614,0.2647243364181955,-0.09221153618257942,0.31574386231791063,-0.003199276477446582,0.11925017370593897,0.016317608127729182,0.1372437713155933,0.05436575551044084,[135.99917763],train/Happy/Happy22014.wav,happy
-100.84121,66.4832,151.68468,25.53256,-13.708356,15.769,15.910448,12.689712,-8.840837,9.051918,2.6026597,6.673124,-9.1791725,6.139784,-3.683937,6.6130333,-6.9752793,6.3656034,-0.49273637,5.0897064,-6.4011893,5.715606,-1.5439081,7.614611,-1.5613065,7.178364,0.19255778,7.9047546,-0.0060344087,4.452454,-0.0754744,1.9919277,-0.05460916,1.5886765,-0.00030303167,1.2426674,-0.007751797,1.0983418,-0.021897715,1.0388498,0.0071025975,0.9624331,-0.016060524,1.0299557,0.01800475,0.9440574,-0.035857413,0.90649545,-0.0380826,1.0891792,-0.03784722,1.0763514,0.28584105,0.28128144,22.016403119402476,11.1931803720477,1719.715355258994,390.02231255745187,2592.0530810433584,1037.3909607783646,0.23755952802067498,0.12149095231841807,0.041945723083650785,0.13679361274274932,0.022488419035678293,0.14573168590168176,0.02223083206177949,0.16662697513852476,0.0033921882279511284,0.07423615391444305,-0.015839784957139995,0.06923149155068006,0.0634006579901392,[129.19921875],train/Happy/Happy26514.wav,happy
-121.3858,52.188572,136.96317,23.418686,14.794034,15.900079,26.856562,9.337407,11.797394,8.909925,13.863286,6.9368887,1.8010474,8.1704855,4.472096,6.8052406,-2.3484278,6.9743276,2.0610783,8.264566,-6.040929,6.2552156,-3.0074074,8.2228775,-5.3566484,8.436737,0.1853067,10.659536,0.10746069,4.5436363,0.03063913,2.6903718,0.035054125,1.5203118,-0.002350931,1.8632585,-0.021243954,1.2065312,0.004599255,1.408458,0.023861766,1.2386572,-0.01633894,1.2235471,-0.015532564,1.1871905,0.010982633,1.1536776,0.021937901,1.4215894,0.030323887,1.4435778,0.31870016,0.28607044,24.72913164116833,11.502270048020664,1953.8491374561586,430.60390437091706,2650.0578347049013,1384.4559889897607,0.12811349442199657,0.14589800262982047,0.3548571588557844,0.1480411134338235,0.08462427576394446,0.2855580087417629,0.11144450536589749,0.18682593087397265,0.009623351212330758,0.09373779867603184,-0.00801199649324464,0.07988889976695701,0.04860381017981438,[83.35433468],train/Happy/Happy36707.wav,happy
-416.63577,120.120125,84.40639,48.712097,-48.35414,27.691908,4.418771,7.4682865,-25.945305,14.736204,-23.730007,12.264399,-19.5611,12.467057,-14.3588705,13.458485,-8.150407,8.514906,-12.7191305,10.148081,-15.388427,13.121774,-12.727399,8.571523,-5.591327,5.684902,0.704634,2.8141284,0.27624542,2.1494129,-0.15584105,0.98592675,0.030993309,0.9937381,-0.07440849,0.67911506,-0.0666761,0.6697906,-0.064309746,0.6919839,-0.03358333,0.8274165,-0.023795739,0.83370554,-0.023952005,0.86053187,-0.016549103,0.91095805,-0.028144615,0.7934343,-0.022393567,0.80797666,0.19434892,0.29497716,24.64882019757888,10.763493160176209,1350.2302974497525,396.1946566606668,2730.520070511891,807.7514623524606,0.36964406243327097,0.16318800239825032,0.05434177705989859,0.1927981238584699,-0.17177340692868656,0.2958468608311814,0.2684437329459519,0.23225591539614338,0.048356051238399166,0.08647316512290186,0.13030325497077622,0.11728608316728796,0.08386655307424594,[86.1328125],train/Happy/Happy26500.wav,happy
