_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_PeriodAmp,_Zero-crossingrate_Mean,_Fluctuation_Mean,_Eventdensity_Mean,_HarmonicChangeDetectionFunction_Mean,_EntropyofSpectrum_Mean,_Pulseclarity_Mean,_Brightness_Mean,_AttackTime_Mean,_MFCC_Mean_1,_Rolloff_Mean,_MFCC_Mean_7,_Chromagram_Mean_6,_MFCC_Mean_3,_Spectralskewness_Mean,_Roughness_Mean,_Tempo_Mean,_Chromagram_Mean_7,_MFCC_Mean_6,_Chromagram_Mean_12,_Chromagram_Mean_1,_Chromagram_Mean_3,_HarmonicChangeDetectionFunction_Slope,_MFCC_Mean_9,emotion,source
0.5357142857142856,0.732804232804233,0.08450759183929388,0.16436290525257596,0.18618813164032133,0.5505319148936171,0.17326732673267342,0.12071005917159766,0.1535087719298246,0.08387096774193549,0.6492155825841707,0.06682668077186014,0.4903782349037823,0.165,0.5814606741573034,0.3915606162089752,0.17546178338231286,0.23150836161426175,0.0,0.5148688046647231,0.0,0.5,1.0,0.405777166437414,0.5767241379310344,relax,turkish
0.6249999999999999,0.746031746031746,0.24191164871330437,0.2610706207589846,0.3289712360715211,0.9521276595744681,0.7277227722772279,0.178698224852071,0.4912280701754387,0.07096774193548387,0.4352194606028556,0.7127204811307102,0.32647644326476444,0.223,0.45465489566613165,0.1362357669122572,0.04650022339599877,0.19460004633983458,0.619,0.5212827988338192,0.825,0.496,0.479,0.37276478679504815,0.7094827586206895,relax,turkish
0.6357142857142856,0.6216931216931214,0.1339653557193679,0.11801960291530533,0.1583311738792433,0.699468085106383,0.45544554455445496,0.1940828402366864,0.26608187134502925,0.14838709677419354,0.6772430812621189,0.16050036780396698,0.40809555408095555,0.088,0.5581861958266453,0.2901540522438044,0.09938582771680056,0.3769541099344427,1.0,0.5428571428571428,0.4,0.0,0.282,0.29848693259972486,0.49224137931034473,relax,turkish
0.9999999999999999,0.36243386243386233,0.16938004286928732,0.25131942699170645,0.07748121274941695,0.5691489361702128,0.7227722772277234,0.10059171597633138,0.5862573099415205,0.3483870967741936,0.4449145073153534,0.6727250832701966,0.4240212342402123,0.777,0.6625200642054575,0.10850636302746147,0.015528714977996388,0.9132899919586757,0.941,0.6775510204081632,0.266,0.002,0.17,0.5749656121045392,0.5663793103448275,relax,turkish
0.7,0.29894179894179884,0.29112928588651943,0.13184217139984922,0.19046385073853328,0.6462765957446808,0.7475247524752477,0.2,0.631578947368421,0.2129032258064516,0.4137140842587696,0.6158453507893262,0.6907763769077637,0.449,0.4321829855537721,0.1336905559276624,0.00985455920199153,0.42303498657507727,0.035,0.60932944606414,0.21,0.37,0.638,0.405777166437414,0.35948275862068957,relax,turkish
0.4714285714285714,0.5582010582010581,0.13704064511373834,0.22347323448102535,0.18618813164032133,0.4920212765957447,0.7227722772277234,0.20236686390532546,0.5760233918128655,0.13548387096774195,0.3317468711440155,0.6600717417808076,0.5195753151957532,0.117,0.7191011235955056,0.13958472873409242,0.16695426871024843,0.1081626255605076,0.0,0.5801749271137027,0.043,0.058,0.291,0.6616231086657497,0.4629310344827585,relax,turkish
0.6035714285714285,0.6031746031746033,0.12360188726251217,0.17803468208092482,0.16455040165846074,0.6702127659574468,0.5148514851485144,0.18698224852071008,0.45760233918128657,0.13548387096774195,0.2783359774369822,0.3198623463172104,0.8188453881884539,0.094,0.6773675762439808,0.12605492297387808,0.14919672338856077,0.7451104659879242,0.009,0.6915451895043732,0.631,0.437,0.259,0.16918844566712515,0.6241379310344827,relax,turkish
0.5785714285714285,0.6613756613756614,0.3844888819667177,0.17768283488313646,0.19473956983674529,0.7659574468085106,0.7227722772277234,0.15147928994082843,0.5380116959064327,0.13548387096774195,0.39784946236559143,0.7473960204109781,0.635036496350365,0.235,0.5790529695024077,0.12176825184192899,0.05595851759442263,0.19739406577530633,0.605,0.7265306122448979,1.0,0.399,0.528,0.20770288858321867,0.3741379310344827,relax,turkish
0.6428571428571428,0.42063492063492025,0.15399992729496928,0.14420708720784114,0.1298263798911635,0.6170212765957446,0.5594059405940595,0.09230769230769231,0.42836257309941517,0.2903225806451613,0.44174158293671784,0.3968734261939883,0.5660252156602521,1.0,0.5489566613162119,0.22277294038847956,0.02801606399333556,0.5000272587261998,0.002,0.5148688046647231,0.007,0.718,0.95,0.29298486932599727,0.4008620689655172,relax,turkish
0.5035714285714286,0.574074074074074,0.2938787366800548,0.1796933902990701,0.3502202643171806,0.6808510638297872,0.7772277227722775,0.1822485207100592,0.6198830409356725,0.09032258064516129,0.37158469945355194,0.7053415229070833,0.7113470471134704,0.831,0.5943017656500803,0.12672471533824514,0.3962734674803649,0.6560766515380734,0.33,0.6314868804664723,0.0,0.452,1.0,0.4140302613480055,0.5594827586206896,relax,turkish
0.5357142857142856,0.6375661375661377,0.10780321749776631,0.1891932646393566,0.30733350608966054,0.7819148936170213,0.564356435643564,0.08165680473372783,0.39181286549707606,0.07096774193548387,0.5094306363476115,0.5898971175147091,0.5613802256138022,0.094,0.5947030497592296,0.16610850636302743,0.19264532153378408,0.1388423218982977,0.818,0.7236151603498542,0.809,0.544,0.268,0.4800550206327373,0.2862068965517241,relax,turkish
0.5035714285714286,0.732804232804233,0.5602239448348911,0.09600402111083184,0.3982897123607152,0.7313829787234043,0.8663366336633667,0.3005917159763314,0.8157894736842105,0.11612903225806452,0.22545390445972152,0.5937044275914832,0.6131386861313868,0.019,0.4446227929373997,0.11105157401205626,0.045968022824864195,0.46352100966321846,0.247,0.49620991253644314,0.371,0.045,0.079,0.40440165061898214,0.4422413793103448,relax,turkish
0.8571428571428571,0.03703703703703698,0.09430909710023655,0.13581301834631815,0.03899974086550921,0.4787234042553191,0.18316831683168333,0.12307692307692308,0.12280701754385968,0.11612903225806452,0.7942887361184559,0.048528657027343644,0.7790311877903118,0.689,0.687800963081862,0.6423308774279972,0.01821382716074714,0.16201905384961357,0.033,0.4513119533527697,0.745,0.502,1.0,0.4126547455295736,0.5068965517241378,relax,turkish
0.6035714285714285,0.5925925925925926,0.30213576030285316,0.11852224176928872,0.12555066079295155,0.6143617021276596,0.7574257425742577,0.2556213017751479,0.6856725146198831,0.16129032258064518,0.2425524413890358,0.5391926126246063,0.48506967485069674,0.177,0.7776886035313002,0.14949765572672472,0.1393693513000826,0.1535415900014992,0.338,0.480466472303207,0.787,0.101,0.393,0.5694635488308115,0.4370689655172413,relax,turkish
0.5392857142857141,0.7169312169312168,0.1523283786077787,0.21010304096506655,0.26833376522415137,0.6728723404255319,0.6732673267326739,0.24970414201183436,0.5804093567251463,0.14193548387096777,0.2908514013749339,0.6200426375795383,0.583941605839416,0.32,0.6348314606741573,0.12779638312123243,0.029722953054010532,0.5603985225770398,0.075,0.9358600583090377,0.067,0.22,1.0,0.22696011004126548,0.5991379310344827,relax,turkish
0.5642857142857142,0.36243386243386233,0.10152257007614349,0.11882382508167877,0.13850738533298781,0.4707446808510638,0.31188118811881216,0.221301775147929,0.1388888888888889,0.13548387096774195,0.7299488806627887,0.05658870929853434,0.8334439283344393,0.0,0.3764044943820225,0.44032150033489614,0.05954798602479772,0.3442777119025227,0.266,0.4793002915451895,0.801,0.798,0.006,0.3177441540577717,0.8499999999999999,relax,turkish
0.39642857142857146,0.5449735449735449,0.09034400485322755,0.1308871575772807,0.1688261207566727,0.38031914893617025,0.34158415841584233,0.05443786982248521,0.2646198830409357,0.16774193548387095,0.666314119513485,0.2826208883089557,0.49701393497013935,0.091,0.5858747993579454,0.2392498325519089,0.16759752607526315,0.6682476727862505,0.0,0.9154518950437318,0.0,0.0,0.222,0.233837689133425,0.471551724137931,relax,turkish
0.7535714285714286,0.24338624338624326,0.11779315552173028,0.22096004021110827,0.008681005441824301,0.574468085106383,0.3712871287128712,0.2733727810650887,0.34649122807017546,0.20645161290322583,0.5589635113696457,0.1662894789046795,0.5282017252820173,0.003,0.9069020866773676,0.36651038178164763,0.014983433814511041,0.3625274290932384,1.0,0.4565597667638484,0.95,0.0,0.0,0.4924346629986245,0.6017241379310344,relax,turkish
0.49642857142857144,0.6851851851851851,0.14555180283462904,0.2627293289771299,0.35514381964239444,0.7473404255319149,0.6188118811881189,0.32307692307692304,0.4766081871345029,0.058064516129032254,0.3456724836946941,0.6066745898536193,0.8367617783676178,0.309,0.5894863563402889,0.1509711989283322,0.20509368525427388,0.37935969252156837,0.271,0.5883381924198251,0.337,0.792,0.379,0.5075653370013755,0.5948275862068965,relax,turkish
0.8392857142857141,0.42063492063492025,0.11812633132749714,0.32369942196531787,0.19473956983674529,0.7526595744680851,0.4108910891089108,0.10887573964497042,0.260233918128655,0.12903225806451613,0.5355191256830601,0.275481452238633,0.7425348374253483,0.267,0.6404494382022472,0.27180174146014735,0.03533657903011767,0.5843248694988481,0.151,0.6384839650145773,0.545,0.915,0.077,0.3204951856946355,0.4749999999999999,relax,turkish
0.475,0.31481481481481466,0.0767721767852837,0.13606433777330984,0.05623218450375746,0.2898936170212766,0.44554455445544505,0.12662721893491125,0.412280701754386,0.23225806451612907,0.42217521593513135,0.6264792305388485,0.849369608493696,0.009,0.6581059390048154,0.15365036838580037,0.01293721879932473,0.8705619386406074,0.0,0.4594752186588921,0.045,0.224,0.0,0.7070151306740028,0.4810344827586206,relax,turkish
0.46071428571428563,0.67989417989418,0.10638146728757206,0.30198542347323437,0.17750712619849704,0.6835106382978723,0.5099009900990099,0.18106508875739646,0.3362573099415205,0.1096774193548387,0.4836946941653446,0.3099134208386345,0.6728599867285998,0.144,0.4121187800963082,0.2541192230408573,0.09546293242258212,0.8940317018985702,0.243,0.48104956268221577,0.403,0.542,0.365,0.4759284731774415,0.4387931034482758,relax,turkish
0.7999999999999997,0.42063492063492025,0.06307795079870479,0.23925609449610452,0.24669603524229072,0.7446808510638299,0.28217821782178243,0.28520710059171595,0.1842105263157895,0.20645161290322583,0.6236559139784946,0.11110457279237355,0.6741871267418712,0.0,0.6007223113964687,0.37843268586738105,0.04766952575927708,0.3112265063853565,0.393,0.6396501457725947,0.631,0.48,0.216,0.35075653370013754,0.27499999999999997,relax,turkish
0.6607142857142856,0.17989417989417977,0.034440506440565136,0.09087710480020106,0.12114537444933922,0.4601063829787233,0.20297029702970315,0.09467455621301776,0.19298245614035092,0.09677419354838711,0.48281332628239026,0.1453345858032094,0.7471798274717982,0.0,0.7415730337078652,0.32431346282652374,0.05970674850842774,0.7921658420901989,0.138,0.6180758017492711,0.87,0.0,0.004,0.4484181568088033,0.6663793103448274,relax,turkish
0.7785714285714286,0.23280423280423257,0.05964613994651177,0.2082935410907263,0.17750712619849704,0.6117021276595745,0.1633663366336635,0.15976331360946747,0.07309941520467837,0.09032258064516129,0.796932839767319,0.002411509792680594,0.6536164565361645,0.504,0.7130818619582665,0.573476222371065,0.09288708165829081,0.5590355862670537,0.072,0.4221574344023324,0.006,0.724,0.576,0.45254470426409904,0.7818965517241379,relax,turkish
0.6535714285714285,0.5925925925925926,0.08805046129340915,0.13943201809499872,0.13423166623477584,0.7367021276595744,0.5396039603960396,0.08639053254437871,0.42105263157894746,0.29677419354838713,0.390269698572184,0.31987025506755534,0.661579296615793,0.046,0.5914927768860353,0.27796383121232415,0.08572738096276238,0.19603794414686998,0.044,0.5539358600583091,0.014,0.6,0.042,0.4786795048143054,0.5318965517241379,relax,turkish
0.6142857142857142,0.4788359788359786,0.14043677046921757,0.15003769791404875,0.18217154703291008,0.5877659574468086,0.6930693069306937,0.05443786982248521,0.6242690058479532,0.07096774193548387,0.28609201480698043,0.6683911822329547,0.6735235567352356,0.015,0.5955056179775281,0.05130609511051574,0.11008318743770687,0.8177754153548404,0.41,0.6110787172011661,0.33,0.038,0.517,0.4195323246217332,0.5517241379310344,relax,turkish
0.6285714285714284,0.26984126984126977,0.23571437862045205,0.2994219653179191,0.12555066079295155,0.5558510638297872,0.6782178217821784,0.2757396449704142,0.5409356725146199,0.23225806451612907,0.3922087079146836,0.6995068423400975,0.6662242866622429,0.004,0.4642857142857143,0.1261888814467515,0.08362858709596999,0.21755189380000267,0.158,0.4291545189504373,0.315,0.0,0.895,0.3713892709766162,0.7232758620689654,relax,turkish
0.5214285714285714,0.6005291005291005,0.13423049562485806,0.31977883890424724,0.26833376522415137,0.6861702127659575,0.6980198019801982,0.09467455621301776,0.5000000000000001,0.1096774193548387,0.40595804688877135,0.5711794592429612,0.43065693430656937,0.144,0.33747993579454255,0.1450770261219022,0.04245165182233169,0.3278338853225388,1.0,0.6693877551020408,0.137,0.13,0.785,0.4676753782668501,0.3517241379310344,relax,turkish
0.7464285714285714,0.0,0.26271395873222436,0.36476501633576264,0.08655091992744235,0.35106382978723405,0.7079207920792081,0.11715976331360947,0.7134502923976609,0.1096774193548387,0.2903225806451613,0.620834642435511,0.6098208360982084,0.0,0.3703852327447833,0.08787675820495647,0.005140159829449593,0.14645432118957086,0.0,0.8064139941690962,0.16,1.0,0.449,0.37276478679504815,0.7698275862068965,relax,turkish
0.6535714285714285,0.45767195767195745,0.06935326207128627,0.16793164111585823,0.3116092251878725,0.5159574468085106,0.08910891089108919,0.39999999999999997,0.07456140350877193,0.051612903225806445,0.7611493037193725,0.02011157552004507,0.7909754479097544,0.17,0.6308186195826646,0.6020093770931011,0.02316572905322672,0.46214444399013227,0.0,0.5644314868804665,0.379,0.0,0.128,0.4676753782668501,0.4629310344827585,relax,turkish
0.5214285714285714,0.6428571428571428,0.20042409044505818,0.11555667253078661,0.35928997149520603,0.699468085106383,0.717821782178218,0.21301775147928995,0.5760233918128655,0.08387096774193549,0.32381456019742644,0.5832051849014046,0.6363636363636364,0.508,0.6540930979133226,0.1452109845947756,0.23528625722189758,0.3615665589946981,0.015,0.46822157434402334,0.182,1.0,0.964,0.3466299862448418,0.6189655172413793,relax,turkish
0.6035714285714285,0.32275132275132257,0.25226277732550206,0.15611962804724805,0.20342057527856958,0.44680851063829796,0.7376237623762378,0.10059171597633138,0.605263157894737,0.09032258064516129,0.3879781420765027,0.5700548161135516,0.5985401459854014,0.0,0.39686998394863565,0.1508372404554588,0.11950095744806362,0.047941284703765796,0.178,0.661807580174927,0.673,0.0,0.002,0.7015130674002752,0.7310344827586206,relax,turkish
0.6249999999999999,0.5476190476190474,0.23488694200973378,0.2703191756722794,0.15586939621663645,0.675531914893617,0.7574257425742577,0.2532544378698225,0.6666666666666667,0.2645161290322581,0.2767495152476644,0.6424330630204064,0.8049104180491041,0.28,0.745585874799358,0.08693904889484258,0.0625260008833247,0.30728762044949637,0.102,0.47988338192419827,0.228,0.866,0.086,0.592847317744154,0.4749999999999999,relax,turkish
0.6071428571428571,0.6031746031746033,0.27518620658834314,0.28735863282231716,0.2727390515677637,0.7340425531914894,0.7920792079207928,0.0698224852071006,0.6593567251461989,0.15483870967741936,0.3562488982901463,0.6776035582597624,0.7836761778367617,0.289,0.478330658105939,0.10931011386470194,0.08602643921140955,0.19391857818484132,0.636,0.397667638483965,0.84,0.108,0.221,0.47042640990371387,0.42068965517241375,relax,turkish
0.6,0.6666666666666665,0.19331600641271707,0.12440311636089468,0.18864990930292821,0.6249999999999999,0.564356435643564,0.28994082840236685,0.3567251461988304,0.2709677419354839,0.527586814736471,0.21027437055527054,0.5932315859323158,0.091,0.47431781701444625,0.32699263228399195,0.039340779182673286,0.8911695356475993,0.159,0.6303206997084548,0.735,1.0,0.423,0.6299862448418156,0.271551724137931,relax,turkish
0.7392857142857142,0.5423280423280421,0.1452980022458517,0.1944207087207841,0.20782586162218192,0.7792553191489362,0.5940594059405937,0.07455621301775149,0.3625730994152047,0.1096774193548387,0.5601974264057817,0.3188089760926951,0.5879230258792302,0.114,0.45786516853932585,0.2254521098459477,0.12318532429353259,0.4937713810633629,0.218,0.5102040816326531,1.0,0.213,0.661,0.24484181568088031,0.5284482758620689,relax,turkish
0.832142857142857,0.32275132275132257,0.29081845520486305,0.2466448856496607,0.09950764446747863,0.6914893617021276,0.8960396039603964,0.0757396449704142,0.7748538011695906,0.7225806451612903,0.3056583818085669,0.8603398484175014,0.5600530856005308,0.12,0.26163723916532905,0.04621567314132618,0.04755846896539695,0.6540254323915442,0.245,0.8075801749271136,0.065,0.012,1.0,0.2613480055020633,0.568103448275862,relax,turkish
0.6964285714285714,0.4444444444444442,0.20663269985462326,0.12525760241266648,0.14718839077481213,0.5664893617021277,0.5099009900990099,0.12544378698224853,0.3815789473684211,0.08387096774193549,0.5476820024678302,0.2100882324667948,0.8613138686131386,0.847,0.32223113964687,0.3154722036168788,0.06832429404556048,0.1323274863365635,0.003,0.714868804664723,0.058,1.0,0.806,0.06327372764786793,0.7318965517241378,relax,turkish
0.6428571428571428,0.35978835978835977,0.17659551690108477,0.15245036441316911,0.12114537444933922,0.526595744680851,0.5594059405940595,0.12781065088757396,0.36988304093567254,0.3419354838709678,0.49056936365238846,0.47664249444998735,0.49104180491041804,0.327,0.46348314606741575,0.19933020763563292,0.025835708786003043,0.9544029657494104,0.216,0.34635568513119536,0.942,0.088,0.591,0.49793672627235214,0.2887931034482758,relax,turkish
0.6285714285714284,0.6190476190476191,0.07804384780369106,0.12314651922593617,0.24242031614407877,0.651595744680851,0.34653465346534684,0.1124260355029586,0.31286549707602346,0.12258064516129034,0.40155120747399964,0.19782298465504716,0.8473788984737889,0.014,0.4574638844301766,0.32404554588077694,0.08466221037388436,0.17629581169671932,0.014,0.60466472303207,0.055,0.142,0.002,0.34112792297111416,0.643103448275862,relax,turkish
0.40357142857142847,0.746031746031746,0.3942140135945067,0.21779341543101277,0.2592640580461259,0.6702127659574468,0.7821782178217829,0.4284023668639053,0.6476608187134503,0.1096774193548387,0.3077736647276573,0.7038051540007874,0.648307896483079,0.344,0.5493579454253612,0.07649028801071667,0.26601179920726475,0.2862234397786591,0.257,0.5393586005830904,0.521,0.302,0.258,0.33975240715268223,0.5379310344827586,relax,turkish
0.7892857142857143,0.6005291005291005,0.21012554291147625,0.10118120130686098,0.1991448561803576,0.7686170212765957,0.5198019801980198,0.15976331360946747,0.44883040935672514,0.09677419354838711,0.49497620306716017,0.1695800839589171,0.5136031851360319,0.0,0.5204654895666132,0.36021433355659743,0.1088477126660658,0.35896335064262447,0.47,0.5212827988338192,0.658,0.0,0.002,0.12517193947730398,0.6344827586206896,relax,turkish
0.7892857142857143,0.6005291005291005,0.21012554291147625,0.10118120130686098,0.1991448561803576,0.7686170212765957,0.5198019801980198,0.15976331360946747,0.44883040935672514,0.09677419354838711,0.49497620306716017,0.1695800839589171,0.5136031851360319,0.0,0.5204654895666132,0.36021433355659743,0.1088477126660658,0.35896335064262447,0.47,0.5212827988338192,0.658,0.0,0.002,0.12517193947730398,0.6344827586206896,relax,turkish
0.6678571428571428,0.3042328042328042,0.13647401278741414,0.3003769791404875,0.06491318994558176,0.43085106382978733,0.6683168316831685,0.12781065088757396,0.5321637426900585,0.4645161290322581,0.45214172395557906,0.6002577687701715,0.39084273390842733,0.164,0.591091492776886,0.174146014735432,0.016868578006240722,0.24194845374875623,0.029,0.5615160349854227,0.004,0.0,0.285,0.5777166437414031,0.7758620689655171,relax,turkish
0.7785714285714286,0.06613756613756605,0.19068395089809054,0.329027393817542,0.10818864990930292,0.4707446808510638,0.5742574257425739,0.1124260355029586,0.4722222222222222,0.2903225806451613,0.39802573594218227,0.3894409897537432,0.6668878566688785,0.259,0.5782504012841092,0.1346282652377763,0.044533774345931906,0.9118589088331903,0.01,0.4215743440233236,0.421,0.801,0.653,0.5639614855570839,0.4637931034482758,relax,turkish
0.43928571428571417,0.7407407407407409,0.1546996298380112,0.18386529278713243,0.33765224151334544,0.6382978723404255,0.6336633663366333,0.16331360946745563,0.44883040935672514,0.058064516129032254,0.4181209236735413,0.3544110631365897,0.6244193762441937,0.008,0.4662921348314607,0.19490957803081044,0.06332083923028665,0.07050469531558795,0.544,0.5102040816326531,0.263,0.0,0.0,0.43191196698762035,0.689655172413793,relax,turkish
0.6749999999999999,0.46031746031746,0.21731667076327274,0.25031414928373963,0.2121015807203939,0.6037234042553192,0.772277227722773,0.11005917159763313,0.6096491228070176,0.14838709677419354,0.37158469945355194,0.7162565399010107,0.5958858659588586,0.035,0.6316211878009631,0.11761553918285331,0.0639343446597584,0.303559989641684,0.671,0.3638483965014577,1.0,0.368,0.217,0.5735900962861074,0.4129310344827586,relax,turkish
0.5178571428571428,0.6216931216931214,0.21776990992246906,0.14083940688615226,0.4081368230111428,0.6063829787234043,0.5792079207920793,0.2804733727810651,0.38888888888888895,0.12903225806451613,0.502027146130795,0.26232524603981094,0.9376244193762441,0.156,0.32303370786516855,0.27769591426657736,0.01904842024916733,0.5617001267530768,0.484,0.7020408163265306,0.073,0.116,0.072,0.3878954607977992,0.45517241379310336,relax,turkish
0.7428571428571429,0.15608465608465583,0.09196019099411457,0.6012063332495601,0.08655091992744235,0.4148936170212767,0.10891089108910901,0.378698224852071,0.0584795321637427,0.367741935483871,0.8528115635466244,0.01500741869027894,0.5567352355673523,0.0,0.45987158908507225,0.5990622906898861,0.012028502354250138,0.3793665072031183,0.0,0.5317784256559767,0.0,0.002,1.0,0.4016506189821183,0.6905172413793103,relax,turkish
0.7428571428571429,0.15608465608465583,0.09196019099411457,0.6012063332495601,0.08655091992744235,0.4148936170212767,0.10891089108910901,0.378698224852071,0.0584795321637427,0.367741935483871,0.8528115635466244,0.01500741869027894,0.5567352355673523,0.0,0.45987158908507225,0.5990622906898861,0.012028502354250138,0.3793665072031183,0.0,0.5317784256559767,0.0,0.002,1.0,0.4016506189821183,0.6905172413793103,relax,turkish
0.632142857142857,0.5476190476190474,0.08511858090452395,0.2328223171651168,0.24669603524229072,0.7420212765957448,0.4158415841584153,0.3609467455621302,0.2967836257309942,0.12903225806451613,0.4665961572360303,0.3597071954658005,0.7126741871267418,0.003,0.583868378812199,0.22880107166778296,0.08411000419091919,0.04554251679819005,0.001,0.37434402332361516,0.001,0.18,0.654,0.312242090784044,0.5620689655172413,relax,turkish
0.9535714285714286,0.283068783068783,0.08075127642352614,0.20764011058054788,0.03381705104949469,0.26595744680851063,0.0,0.0,0.07748538011695906,0.32903225806451614,0.817028027498678,0.021117304938911036,0.6078301260783012,0.0,0.7495987158908508,0.6889484259879437,0.0004696189136132032,0.13937386705919236,0.0,0.5644314868804665,1.0,0.32,0.0,0.4869325997248969,0.6775862068965517,relax,turkish
0.4892857142857142,0.4629629629629628,0.08305816035594782,0.15511435033928123,0.24669603524229072,0.4414893617021277,0.36138613861386126,0.6639053254437869,0.29824561403508776,0.11612903225806452,0.47875903402080033,0.28655690388241495,0.4532183145321831,0.005,0.5224719101123596,0.25277963831212324,0.11997596248793892,0.27086314756511426,0.01,0.5411078717201167,0.354,0.007,0.014,0.36451169188445665,0.24999999999999994,relax,turkish
